PRACTICE_CODE,TOTAL,16OV,17OV,18OV,30_74,50OV,0_64,65OV,65OV%
H81091,6779,5488,5410,5346,3845,2778,5374,1405,0.207257708
H81094,9787,7837,7712,7613,5619,3521,8185,1602,0.163686523
H81095,4790,3875,3822,3788,2725,1803,3909,881,0.183924843
H81097,7082,5763,5679,5610,4153,2966,5632,1450,0.204744422
H81099,11349,8886,8718,8562,6454,4049,9702,1647,0.145122918
H81103,7992,6570,6460,6368,4510,3696,6023,1969,0.246371371
H81104,8678,7078,6996,6885,5078,2954,7488,1190,0.137128371
H81107,7737,5950,5821,5694,4168,2946,6476,1261,0.162983068
H81109,7983,6287,6173,6059,4478,3244,6461,1522,0.190655142
H81110,6169,5040,4946,4854,3430,2659,4902,1267,0.205381747
H81111,5039,4104,4051,3986,2888,2175,3984,1055,0.209366938
H81113,7967,6837,6729,6658,4813,3943,5994,1973,0.247646542
H81116,6046,4954,4884,4819,3453,2668,4615,1431,0.236685412
H81119,19228,15524,15325,15111,11182,7147,16122,3106,0.161535261
H81122,7349,6002,5937,5864,4346,2751,6041,1308,0.177983399
H81123,2877,2120,2082,2031,1478,713,2600,277,0.096280848
H81126,7121,5753,5671,5580,4033,3000,5666,1455,0.204325235
H81128,6359,5178,5119,5049,3780,2669,5131,1228,0.193112125
H81129,4082,3227,3180,3135,2338,1404,3477,605,0.148211661
H81130,12766,10476,10325,10179,7462,5306,10335,2431,0.190427699
H81131,3612,2949,2903,2863,2139,1297,3053,559,0.154761905
H81132,2855,2478,2451,2423,1834,1216,2311,544,0.190542907
H81133,32932,26582,26149,25691,18928,12784,26826,6106,0.185412365
H81134,12558,10449,10306,10185,7404,4955,10175,2383,0.189759516
H81613,4489,3394,3358,3316,2543,1312,3893,596,0.132768991
H81615,12556,9677,9487,9311,7001,4783,10357,2199,0.175135393
H81618,5459,4581,4510,4459,3063,2129,4388,1071,0.196189778
H81632,2555,2144,2120,2102,1519,1144,1993,562,0.219960861
H81638,7199,5898,5813,5738,4212,2903,5899,1300,0.180580636
H81641,3235,2493,2438,2387,1686,602,2994,241,0.074497682
H81642,3577,2910,2874,2839,2080,1360,2939,638,0.178361756
H81643,3195,2489,2454,2413,1701,572,3007,188,0.058841941
H81644,9317,7569,7456,7345,5143,3555,7585,1732,0.185896748
H81656,7573,6223,6150,6066,4394,3311,5858,1715,0.226462432
H81658,5488,4574,4527,4458,3253,2483,4267,1221,0.222485423
H81663,3923,3077,3032,3004,2187,1098,3412,511,0.130257456
H81672,5809,4476,4408,4341,3188,2093,4765,1044,0.179721122
H82003,9426,7854,7732,7601,5543,3908,7607,1819,0.192976872
H82004,4692,3953,3909,3863,2878,2289,3619,1073,0.228687127
H82005,11928,9353,9139,8946,6616,3892,10200,1728,0.144869215
H82006,6062,5213,5156,5102,3490,3254,4219,1843,0.304025074
H82007,13074,11183,11076,10953,7500,6878,8932,4142,0.316811993
H82008,11012,9102,8989,8853,6367,4957,8426,2586,0.234834726
H82009,15482,12576,12407,12250,8903,6495,12245,3237,0.209081514
H82010,7116,6017,5943,5886,4325,3492,5325,1791,0.251686341
H82011,14837,12230,12075,11912,8328,6133,11656,3181,0.214396441
H82012,11502,9040,8907,8779,6406,3198,10102,1400,0.121717962
H82013,11927,10259,10167,10076,6987,5803,8681,3246,0.272155613
H82014,12547,10561,10414,10284,7038,6201,8806,3741,0.298158922
H82015,6211,5372,5323,5278,3562,3413,4043,2168,0.349058123
H82016,13549,11279,11176,11071,7713,5101,10944,2605,0.192265112
H82017,23953,19393,19046,18679,13145,9314,19214,4739,0.197845781
H82020,9050,7887,7833,7777,5593,3462,7423,1627,0.179779006
H82021,6546,5699,5621,5559,3978,3690,4459,2087,0.318820654
H82022,12165,10134,9975,9799,6932,5958,8889,3276,0.269297164
H82023,14653,12037,11860,11672,8393,6325,11212,3441,0.234832458
H82025,15614,12612,12416,12243,8980,5723,13252,2362,0.151274497
H82026,17577,13657,13448,13242,10203,4627,15948,1629,0.092677931
H82027,3760,3145,3112,3073,2277,1811,2883,877,0.233244681
H82028,11903,9670,9567,9452,7024,4124,9941,1962,0.164832395
H82029,10467,8472,8357,8232,5888,4154,8308,2159,0.206267316
H82030,12969,11123,11004,10891,7765,7041,8949,4020,0.309969928
H82031,6012,5013,4946,4889,3614,2988,4528,1484,0.246839654
H82032,12578,10653,10547,10422,7290,6359,9044,3534,0.280966767
H82033,7509,6006,5926,5846,4174,2442,6454,1055,0.140498069
H82034,21364,17806,17575,17356,12336,9966,15939,5425,0.253931848
H82035,11588,9530,9396,9288,6601,5379,8605,2983,0.25742147
H82036,9272,7907,7822,7731,5402,4520,6664,2608,0.281276963
H82037,12510,10886,10768,10657,7203,6974,8241,4269,0.341247002
H82038,13351,11162,11014,10884,7374,6650,9342,4009,0.300277133
H82039,10768,8854,8749,8640,6094,4558,8310,2458,0.228268945
H82040,8332,6790,6702,6608,5022,3685,6449,1883,0.225996159
H82041,13874,11425,11271,11161,8025,5269,11331,2543,0.18329249
H82042,14003,11990,11872,11734,7359,5483,11167,2836,0.20252803
H82043,11690,10368,10288,10213,6684,7240,6874,4816,0.411976048
H82044,11344,9195,9055,8928,6637,4612,9110,2234,0.196932299
H82045,20757,17544,17363,17205,11836,8367,16252,4505,0.217035217
H82046,12447,10178,10035,9894,7228,4931,10127,2320,0.186390295
H82047,10733,8758,8658,8556,6267,3748,8955,1778,0.165657319
H82048,10767,9267,9178,9104,6406,5767,7474,3293,0.305841924
H82049,10446,8952,8832,8722,5654,4567,7899,2547,0.243825388
H82050,10223,8101,8003,7912,5797,3286,8728,1495,0.146238873
H82051,12143,10378,10272,10160,6328,5337,9074,3069,0.252738203
H82052,15945,13042,12866,12700,9260,6187,12974,2971,0.186328003
H82053,7314,6135,6066,5993,4200,2958,5852,1462,0.199890621
H82055,13359,10858,10673,10526,7657,5718,10632,2727,0.204132046
H82056,12757,10338,10139,9966,7203,4895,10054,2703,0.211883672
H82057,20123,16250,16008,15783,11491,8954,15418,4705,0.233812056
H82058,15362,12603,12440,12291,8490,6087,12278,3084,0.20075511
H82059,10746,9309,9219,9131,6048,5949,6948,3798,0.353433836
H82060,10025,8428,8333,8222,5823,5083,7321,2704,0.269725686
H82061,8525,7146,7073,6979,5124,3332,6980,1545,0.181231672
H82063,15240,12440,12277,12111,8702,6169,12091,3149,0.206627297
H82064,10100,7843,7714,7616,5534,2767,8897,1203,0.119108911
H82065,14267,11883,11742,11595,8162,6512,10620,3647,0.255624869
H82066,16082,13200,13028,12867,9183,6620,12710,3372,0.209675414
H82067,5927,4664,4607,4557,3348,2050,4945,982,0.16568247
H82070,12421,10544,10438,10324,7270,6673,8573,3848,0.309797923
H82072,12992,10683,10549,10415,7461,5141,10467,2525,0.194350369
H82076,3455,2963,2919,2886,2017,1898,2363,1092,0.316063676
H82077,11593,9593,9465,9318,6705,5299,8860,2733,0.235745709
H82078,10732,8768,8664,8565,6117,5065,8004,2728,0.254193067
H82083,11283,9092,8995,8877,6459,4584,8950,2333,0.206771249
H82084,6552,5439,5376,5303,3662,2608,5165,1387,0.211691087
H82087,4114,3784,3751,3731,2367,2979,2076,2038,0.495381624
H82088,7150,5522,5429,5345,4093,1781,6645,505,0.070629371
H82089,8249,6748,6648,6552,4911,3279,6859,1390,0.168505273
H82091,7943,6711,6652,6590,4627,3677,5952,1991,0.250660959
H82092,9185,7339,7231,7099,5345,3396,7811,1374,0.149591726
H82095,10388,8859,8773,8697,5900,5732,6892,3496,0.336542164
H82096,6517,5421,5363,5310,3748,2813,4991,1526,0.234156821
H82098,11002,8728,8594,8482,6125,2843,9938,1064,0.096709689
H82099,7565,6507,6432,6362,4338,3843,5273,2292,0.302974223
H82100,7967,6201,6119,6050,4525,2699,6570,1397,0.175348312
H82615,7750,6207,6120,6027,4489,3036,6416,1334,0.172129032
H82621,5555,4325,4262,4186,3063,1971,4573,982,0.176777678
H82640,15994,12983,12760,12528,9363,6403,13391,2603,0.162748531
H83001,12128,9732,9586,9435,6980,3785,10813,1315,0.108426781
H83004,11540,9580,9462,9355,6760,4879,8931,2609,0.226083189
H83005,14193,11497,11352,11216,8837,3292,13151,1042,0.073416473
H83006,10809,8069,7893,7726,5301,2797,9754,1055,0.097603849
H83007,11187,8579,8437,8304,6019,3213,9923,1264,0.11298829
H83008,3454,2876,2833,2800,1910,1306,2881,573,0.165894615
H83009,10752,8777,8662,8541,6057,3227,9378,1374,0.127790179
H83010,7136,5876,5784,5703,4100,2331,6221,915,0.128223094
H83011,5971,4795,4747,4680,3480,1559,5447,524,0.087757495
H83012,10268,7845,7717,7586,5594,2645,9328,940,0.091546552
H83013,15852,12573,12401,12234,8991,5956,12915,2937,0.185276306
H83014,7201,6053,5989,5904,4151,3106,5541,1660,0.230523538
H83015,13695,10878,10743,10595,7922,4487,11731,1964,0.143410004
H83016,16305,13199,13004,12830,9389,5758,13552,2753,0.168843913
H83017,15351,12258,12049,11806,8623,4835,13768,1583,0.103120318
H83018,12111,9899,9742,9598,6870,4693,9938,2173,0.179423664
H83019,7841,6507,6418,6328,4709,2506,6791,1050,0.133911491
H83020,11095,8743,8583,8442,6183,3275,9876,1219,0.109869311
H83021,5985,4881,4800,4714,3337,1930,5197,788,0.13166249
H83022,6941,5572,5493,5400,3854,2302,6078,863,0.12433367
H83023,7031,5647,5571,5504,4132,2269,6142,889,0.126440051
H83024,17098,13904,13718,13520,9899,6484,14109,2989,0.174815768
H83027,5677,4547,4472,4375,3049,1976,4850,827,0.145675533
H83028,3764,2899,2842,2788,1881,1256,3227,537,0.142667375
H83029,4427,3753,3709,3662,2527,2102,3300,1127,0.254574204
H83030,3213,2410,2357,2288,1597,934,2839,374,0.116402116
H83031,3573,2937,2906,2880,2104,1210,2998,575,0.160929191
H83033,3689,2833,2785,2745,2046,963,3328,361,0.097858498
H83034,7302,5725,5634,5531,4076,2068,6570,732,0.100246508
H83037,7316,6071,6025,5976,4727,2125,6430,886,0.121104429
H83039,7775,6437,6358,6301,4693,2771,6591,1184,0.152282958
H83040,4084,3353,3313,3268,2436,1668,3238,846,0.207149853
H83042,7596,6027,5925,5831,4045,2335,6641,955,0.125724065
H83043,7771,6587,6469,6365,4499,3526,6052,1719,0.221207052
H83044,20259,16540,16367,16163,12080,4675,18242,2017,0.099560689
H83049,2630,1994,1950,1909,1345,757,2383,247,0.09391635
H83050,6118,4845,4781,4716,3527,2213,5103,1015,0.16590389
H83051,12875,10049,9906,9782,7046,2415,12222,653,0.050718447
H83052,2876,2339,2312,2286,1701,1189,2279,597,0.207579972
H83053,15366,12379,12178,11991,8678,4867,13632,1734,0.112846544
H83608,5360,4221,4157,4094,2937,1315,4920,440,0.082089552
H83609,4255,3443,3388,3343,2395,1309,3715,540,0.126909518
H83611,4362,3352,3310,3273,2452,896,4067,295,0.067629528
H83624,8143,6681,6594,6525,4843,2214,7317,826,0.101436817
H83625,3710,3091,3047,2995,2214,1231,3273,437,0.117789757
H83627,6789,5499,5430,5344,4030,1870,6025,764,0.112534983
H83631,9391,7154,7030,6927,5143,2015,8803,588,0.06261314
H84002,12939,10362,10209,10082,7921,4770,10957,1982,0.153180308
H84005,14987,12536,12378,12238,9420,4987,13077,1910,0.127443785
H84006,17844,14261,14066,13915,10414,6075,14984,2860,0.160277965
H84007,8617,7139,7070,6983,5351,3122,7274,1343,0.155854706
H84010,10077,8063,7939,7841,5979,3466,8612,1465,0.14538057
H84012,12681,10570,10457,10349,7028,3568,10999,1682,0.132639382
H84014,2877,2395,2373,2343,1904,999,2464,413,0.143552311
H84015,8277,6600,6533,6459,4973,2466,7275,1002,0.121058354
H84016,15976,12929,12673,12447,9052,5738,13365,2611,0.163432649
H84017,13930,11294,11127,10967,7765,5011,11602,2328,0.167121321
H84018,5660,4563,4511,4455,3346,2067,4659,1001,0.176855124
H84020,24154,21276,21082,20938,9684,4033,22524,1630,0.067483647
H84023,10349,8211,8074,7964,6177,3320,9148,1201,0.11604986
H84025,7470,5837,5762,5683,4198,2278,6484,986,0.131994645
H84027,19394,15158,14960,14773,11313,5150,17310,2084,0.107455914
H84030,14704,12134,11962,11820,8737,5501,11984,2720,0.184983678
H84031,5995,4643,4578,4500,3324,2084,4987,1008,0.168140117
H84032,9806,8064,7963,7846,6139,3668,8236,1570,0.160106058
H84033,6901,5521,5432,5323,4009,2792,5662,1239,0.179539197
H84034,8653,7071,6968,6853,4954,3095,7234,1419,0.163989368
H84039,11089,8971,8821,8709,6837,3993,9404,1685,0.151952385
H84040,12077,9864,9718,9585,7182,4944,9650,2427,0.200960503
H84041,5692,4454,4416,4381,3531,1290,5225,467,0.082044975
H84042,12832,10360,10222,10095,7453,4270,10906,1926,0.150093516
H84044,8929,6846,6726,6626,5168,2671,7861,1068,0.119610259
H84048,8157,6395,6313,6220,4971,2437,7202,955,0.117077357
H84050,7378,5906,5818,5735,4164,2575,6214,1164,0.157766332
H84051,6105,4982,4883,4797,3521,1904,5370,735,0.12039312
H84053,4606,3795,3759,3714,2725,1614,3783,823,0.178679983
H84054,3243,2681,2647,2609,1840,1013,2790,453,0.139685476
H84055,11907,9396,9275,9139,7092,3871,10211,1696,0.142437222
H84057,3438,2681,2638,2612,2015,939,3079,359,0.104421175
H84059,4465,3577,3525,3465,2577,1570,3868,597,0.133706607
H84060,7533,5776,5693,5617,4578,2352,6566,967,0.128368512
H84061,15630,12569,12405,12252,8738,3014,14648,982,0.062827895
H84062,8015,6549,6468,6407,4792,2746,6824,1191,0.148596382
H84618,4962,3880,3809,3746,2805,1410,4429,533,0.107416364
H84619,11209,9060,8974,8916,7162,2544,10328,881,0.078597556
H84623,8620,6852,6736,6623,5093,2978,7415,1205,0.139791183
H84625,4400,3556,3486,3431,2531,1477,3775,625,0.142045455
H84629,5568,4626,4564,4505,3296,1623,4942,626,0.112428161
H84630,3745,2840,2810,2769,2055,902,3419,326,0.087049399
H84635,14583,11574,11431,11289,8545,4811,12320,2263,0.15518069
H84639,5551,4330,4276,4224,3391,1270,5148,403,0.072599532
H85001,18489,16039,15932,15856,11332,2522,17580,909,0.049164368
H85002,9642,8139,8050,7955,5463,2254,8785,857,0.088881975
H85003,7708,6711,6667,6610,4711,2106,6881,827,0.107291126
H85005,8845,7585,7492,7396,5553,3483,7374,1471,0.166308649
H85006,6799,5487,5408,5337,3718,1840,5943,856,0.125900868
H85007,12282,9820,9687,9587,7244,3791,10555,1727,0.140612278
H85008,6049,5015,4953,4879,3299,2108,5030,1019,0.168457596
H85009,13733,11745,11662,11589,7827,2765,12700,1033,0.075220272
H85011,9629,7762,7658,7558,5488,2699,8563,1066,0.110707239
H85012,26934,23294,23128,22964,15435,5541,24739,2195,0.081495508
H85018,9127,7340,7261,7187,5462,2976,7700,1427,0.156349293
H85020,29801,24170,23883,23645,17697,8591,25894,3907,0.131102983
H85021,6300,5218,5131,5047,3615,2297,5375,925,0.146825397
H85022,4223,3351,3298,3257,2506,1387,3580,643,0.152261426
H85023,4666,3697,3647,3586,2582,1521,3992,674,0.144449207
H85024,8793,7450,7368,7298,5107,2792,7636,1157,0.13158194
H85025,15490,12211,12054,11915,8921,4955,13267,2223,0.143511943
H85026,14408,11511,11358,11257,8718,3497,13099,1309,0.090852304
H85027,13005,10803,10670,10547,7749,4959,10591,2414,0.185620915
H85028,9723,7844,7756,7694,5927,2500,8628,1095,0.112619562
H85029,10128,7780,7629,7470,5257,2740,9071,1057,0.104364139
H85030,12869,10564,10445,10315,7551,4743,10594,2275,0.176781413
H85031,11378,9100,8996,8884,6602,3776,9648,1730,0.152047812
H85032,3710,2925,2877,2843,2115,1350,3023,687,0.185175202
H85033,9028,7327,7216,7099,5074,3052,7818,1210,0.13402747
H85035,6985,5772,5673,5594,4072,2433,5951,1034,0.148031496
H85037,15001,12497,12316,12186,8725,4564,12985,2016,0.134391041
H85038,11559,9034,8921,8813,6396,3351,10123,1436,0.1242322
H85041,12924,10539,10456,10389,7564,2742,11825,1099,0.085035593
H85045,14603,12218,12117,12022,8883,4271,12806,1797,0.123056906
H85047,10928,9319,9235,9161,6868,3168,9713,1215,0.111182284
H85048,17084,13661,13502,13351,9886,3970,15632,1452,0.084991805
H85049,7627,6114,6042,5997,4440,1562,7098,529,0.069358857
H85051,18403,14572,14395,14193,11017,4873,16407,1996,0.108460577
H85052,4877,4095,4038,3987,2710,1539,4162,715,0.14660652
H85053,4580,3688,3649,3605,2669,1380,3996,584,0.127510917
H85055,7414,6244,6162,6078,4448,2833,6126,1288,0.173725384
H85057,7221,5606,5544,5489,4271,1594,6684,537,0.074366431
H85061,19909,17256,17138,17019,12514,4179,18232,1677,0.084233261
H85063,14156,11805,11653,11490,8114,6056,11138,3018,0.213195818
H85065,3851,3116,3067,3013,2124,946,3472,379,0.098415996
H85066,19414,16463,16347,16233,10992,3504,18145,1269,0.0653652
H85067,3134,2478,2429,2381,1668,825,2830,304,0.097000638
H85069,13369,11310,11246,11153,7897,2822,12313,1056,0.078988705
H85070,9028,7088,6941,6818,5107,2496,8142,886,0.098139123
H85075,5203,4425,4405,4382,3166,906,4871,332,0.063809341
H85076,8826,7403,7303,7191,5054,3589,7193,1633,0.185021527
H85077,5955,5047,5000,4965,3618,1565,5242,713,0.119731318
H85078,3736,3037,2994,2961,2147,1106,3293,443,0.118576017
H85082,4837,4075,4031,3981,2889,1243,4351,486,0.100475501
H85087,9538,8347,8271,8193,6131,3097,8274,1264,0.132522541
H85088,2655,2327,2305,2290,1734,781,2328,327,0.123163842
H85090,8684,6941,6840,6742,4932,2242,7870,814,0.093735606
H85092,5844,4680,4622,4559,3513,1436,5265,579,0.099075975
H85095,13223,10069,9950,9818,7436,3383,11789,1434,0.108447402
H85100,7950,6620,6543,6478,4796,1690,7280,670,0.08427673
H85101,8740,6947,6864,6788,5211,2707,7475,1265,0.144736842
H85103,5567,4244,4186,4130,3170,1295,5112,455,0.081731633
H85105,13533,10834,10643,10474,7649,4759,11504,2029,0.149929801
H85110,5372,4299,4241,4178,3111,1721,4714,658,0.122486969
H85111,11936,10097,9981,9881,6910,2593,11050,886,0.074229223
H85112,4763,3943,3907,3870,2811,1218,4350,413,0.086710057
H85113,3821,3106,3061,3016,2214,1489,3181,640,0.16749542
H85114,14340,10956,10806,10675,7781,3287,13287,1053,0.073430962
H85115,13951,11413,11244,11087,8012,5534,11497,2454,0.175901369
H85116,9063,6989,6872,6748,4924,2574,8100,963,0.106256207
H85618,9614,7541,7434,7343,5500,3147,8183,1431,0.148845434
H85634,8256,6878,6832,6783,5223,1377,7810,446,0.054021318
H85637,1417,1159,1141,1118,844,559,1171,246,0.17360621
H85649,11237,9293,9178,9082,6659,2988,10219,1018,0.090593575
H85653,16365,12932,12756,12589,9221,5687,13492,2873,0.175557592
H85656,5795,4933,4882,4830,3683,1517,5228,567,0.097842968
H85659,7943,7010,6986,6968,4656,882,7706,237,0.029837593
H85662,5929,4822,4740,4656,3579,2335,4883,1046,0.176420982
H85664,2441,2356,2352,2349,1375,328,2370,71,0.02908644
H85665,2666,2100,2068,2031,1464,805,2357,309,0.115903976
H85680,10574,8545,8448,8357,6086,2003,9960,614,0.058066957
H85682,9206,7285,7161,7037,4840,1880,8548,658,0.071475125
H85683,5282,4103,4010,3937,2852,1518,4676,606,0.114729269
H85686,9639,7794,7699,7618,5796,3278,8140,1499,0.155514057
H85691,149,149,149,149,13,149,3,146,0.979865772
H85693,11313,8414,8229,8062,5900,2781,10434,879,0.077698223
H85695,3214,2695,2663,2634,1884,885,2869,345,0.107342875
J81002,8881,7868,7785,7715,4928,5379,5318,3563,0.401193559
J81003,6732,5583,5524,5463,3978,1971,5904,828,0.122994652
J81004,10040,9006,8962,8915,6072,3492,8090,1950,0.194223108
J81005,18055,15579,15415,15253,10798,9958,12200,5855,0.324286901
J81006,34128,28073,27702,27355,19331,14440,26691,7437,0.217914909
J81009,12342,10201,10057,9921,7263,5675,9496,2846,0.230594717
J81010,11110,9796,9682,9566,6468,6356,7275,3835,0.345184518
J81011,7932,6756,6686,6615,4589,4267,5390,2542,0.320474029
J81012,17904,14620,14438,14268,10430,6442,14947,2957,0.165158624
J81013,12286,9898,9755,9621,7106,4828,10003,2283,0.18582126
J81014,18415,16474,16391,16300,11296,8403,13355,5060,0.274775998
J81016,7909,6681,6608,6514,4482,3731,5821,2088,0.264003035
J81017,4256,3466,3303,3150,2112,2041,3081,1175,0.276080827
J81018,11518,9570,9447,9341,6774,4726,9021,2497,0.21679111
J81019,24585,20150,19894,19604,14236,11502,18366,6219,0.252959121
J81020,3644,3131,3091,3055,2258,1901,2676,968,0.265642151
J81021,25471,21693,21519,21312,15254,7824,21998,3473,0.136351144
J81022,5696,5065,5034,4984,3110,3622,3183,2513,0.441186798
J81025,6025,5082,5018,4958,3505,2868,4507,1518,0.251950207
J81027,19447,16926,16765,16611,11731,10129,13768,5679,0.292024477
J81028,12601,11093,10991,10906,7036,7735,7368,5233,0.415284501
J81029,5652,4968,4914,4865,3233,3322,3594,2058,0.364118896
J81030,8064,6766,6695,6622,4612,3975,5853,2211,0.274181548
J81033,23550,20681,20510,20341,9229,6358,20255,3295,0.139915074
J81034,14402,11948,11585,11246,7548,6773,10391,4011,0.278502986
J81035,4025,3425,3341,3261,2338,2004,3017,1008,0.250434783
J81036,8718,7188,7092,7013,4909,3473,6994,1724,0.197751778
J81039,9254,7315,7224,7124,5258,3212,7791,1463,0.158093797
J81041,19763,16576,16310,16092,11289,9590,14435,5328,0.269594697
J81042,9878,8778,8717,8635,4397,3132,8262,1616,0.16359587
J81044,14142,11423,11307,11148,8071,5478,11392,2750,0.19445623
J81045,10629,8765,8644,8532,5930,4569,8247,2382,0.224103867
J81046,12224,10459,10329,10202,7189,6114,8705,3519,0.287876309
J81047,12704,10240,10089,9951,7287,5072,10217,2487,0.195765113
J81048,6837,5661,5599,5540,4031,3120,5173,1664,0.2433816
J81049,9101,7780,7707,7616,5407,4400,6582,2519,0.276782771
J81051,15438,12864,12693,12487,8931,7113,11767,3671,0.237789869
J81052,6195,5310,5254,5204,3619,2602,4835,1360,0.219531881
J81053,4077,3565,3541,3516,2457,2467,2661,1416,0.347314202
J81054,9990,8477,8366,8260,5869,5343,6848,3142,0.314514515
J81056,19471,16689,16476,16281,11060,9919,13849,5622,0.288737096
J81057,6417,5525,5467,5413,3689,3344,4349,2068,0.322268973
J81058,10762,8933,8806,8688,6119,4886,8235,2527,0.234807657
J81059,10027,8242,8129,8041,5897,4010,8016,2011,0.200558492
J81061,8107,7281,7217,7156,4451,5057,4677,3430,0.423091156
J81062,11064,9054,8942,8833,6380,4181,8958,2106,0.190347072
J81064,4334,3715,3681,3649,2518,1933,3205,1129,0.260498385
J81066,10389,8602,8480,8369,5912,4612,7872,2517,0.242275484
J81067,5521,4550,4499,4441,3213,2138,4524,997,0.180583228
J81068,7106,6067,6009,5940,4079,3584,5053,2053,0.28891078
J81070,9456,7894,7814,7731,5545,3823,7466,1990,0.210448393
J81071,3848,3228,3188,3150,2217,1792,2897,951,0.247141372
J81072,15482,13584,13499,13415,8603,3865,13594,1888,0.121948069
J81073,16409,13663,13504,13349,9388,7527,12399,4010,0.244378085
J81074,5285,4648,4602,4558,3153,3258,3332,1953,0.369536424
J81075,5823,5020,4955,4888,3573,3013,4214,1609,0.276318049
J81076,6136,5252,5188,5126,3706,3371,4272,1864,0.303780965
J81077,6473,5455,5376,5300,3868,3230,4844,1629,0.251660745
J81078,12600,10541,10355,10125,6870,6336,8886,3714,0.294761905
J81081,12685,10626,10493,10351,7234,6050,9378,3307,0.260701616
J81082,7045,5999,5930,5846,4081,3488,5132,1913,0.271540099
J81083,4237,3537,3500,3463,2527,2335,2971,1266,0.298796318
J81086,6861,5716,5655,5590,4015,2765,5542,1319,0.192246028
J81087,9481,7765,7659,7572,5643,3834,7854,1627,0.171606371
J81609,3043,2696,2666,2641,1901,1901,1913,1130,0.371344068
J81612,2772,2396,2372,2346,1698,1563,1887,885,0.319264069
J81613,6662,5657,5597,5535,3977,3173,4983,1679,0.252026418
J81616,4229,3606,3566,3523,2614,2223,3099,1130,0.267202648
J81620,25936,21600,21307,21006,14806,12749,18865,7071,0.272632634
J81621,6901,5690,5616,5542,3877,3112,5227,1674,0.24257354
J81625,9936,7952,7854,7753,5601,3154,8586,1350,0.135869565
J81626,4844,4020,3958,3906,2702,2132,3683,1161,0.239677952
J81628,2374,2122,2091,2068,1377,1562,1402,972,0.409435552
J81631,2401,2083,2065,2037,1450,1310,1693,708,0.294877135
J81633,3644,3007,2952,2906,2089,1422,2961,683,0.187431394
J81634,15030,12601,12482,12352,9168,4234,13434,1596,0.106187625
J81637,6397,5320,5252,5177,3623,3085,4700,1697,0.2652806
J81644,3529,3009,2967,2927,2148,1774,2559,970,0.274865401
J81646,6146,5108,5042,4967,3404,2863,4510,1636,0.266189391
J81647,6593,5699,5621,5542,3947,3809,4483,2110,0.320036402
J81648,4396,3713,3677,3644,2623,1767,3551,845,0.1922202
J82001,9465,7596,7495,7392,4799,2290,8499,966,0.102060222
J82002,12041,9691,9572,9457,6930,4236,9858,2183,0.181297234
J82005,4392,3752,3703,3661,2680,2270,3242,1150,0.261839709
J82006,10733,8868,8752,8644,6064,4749,8250,2483,0.231342588
J82007,13344,11469,11343,11206,7571,6987,9202,4142,0.310401679
J82008,7802,6598,6525,6441,4495,3849,5713,2089,0.267751858
J82009,13027,11057,10903,10779,7382,6942,8935,4092,0.314116834
J82010,18980,15449,15258,15073,10768,7690,15205,3775,0.198893572
J82012,9831,8269,8169,8084,5806,4522,7414,2417,0.245854949
J82015,9575,7649,7538,7465,5433,3376,8010,1565,0.163446475
J82016,8978,7458,7360,7262,5343,4591,6654,2324,0.258854979
J82017,14012,11479,11353,11211,7966,5898,11090,2922,0.208535541
J82018,18058,14767,14571,14399,10302,7582,14298,3760,0.208217964
J82019,14544,11842,11698,11559,8275,6340,10959,3585,0.246493399
J82020,6568,5346,5275,5208,3811,2353,5439,1129,0.171894032
J82021,8668,7627,7555,7483,5110,5121,5565,3103,0.357983387
J82022,12168,10165,10033,9917,6942,4622,9761,2407,0.197813938
J82023,12929,10223,10029,9903,7542,4326,11279,1650,0.127620079
J82024,19327,15347,15184,15026,9907,3771,17902,1425,0.07373105
J82025,13427,10941,10798,10653,7698,5228,11047,2380,0.177254785
J82026,14948,12834,12687,12574,8447,7178,10866,4082,0.273080011
J82028,23673,19912,19726,19519,14573,8582,19755,3918,0.165505006
J82029,9694,8402,8326,8250,5409,5204,6444,3250,0.335258923
J82033,8907,7357,7251,7169,5241,3836,6995,1912,0.214662625
J82034,13038,10725,10586,10455,7641,5997,10008,3030,0.232397607
J82035,17389,14869,14589,14266,8145,6375,13817,3572,0.205417218
J82036,2686,2281,2244,2220,1693,1379,2018,668,0.248696947
J82039,11167,9571,9462,9355,6271,5669,7837,3330,0.298200054
J82040,14802,11286,11127,10975,7877,4470,12738,2064,0.139440616
J82041,7639,5990,5883,5791,4076,2699,6487,1152,0.150805079
J82042,14285,11592,11459,11339,8359,5655,11683,2602,0.182149107
J82044,9908,8042,7947,7850,5773,4303,7772,2136,0.215583367
J82049,28151,23407,23086,22784,16582,11995,22157,5994,0.212923164
J82050,19738,16255,16085,15910,10090,5879,17081,2657,0.134613436
J82051,12675,10506,10382,10262,7579,5537,9992,2683,0.211676529
J82053,9008,7492,7403,7325,5242,3743,7145,1863,0.206816163
J82054,9025,7315,7217,7122,5310,4090,7029,1996,0.221163435
J82055,11751,10154,10050,9942,7078,4779,9365,2386,0.203046549
J82056,23363,19509,19253,19019,13393,10950,17481,5882,0.251765612
J82058,19263,15188,15000,14834,10964,5647,16905,2358,0.122410839
J82059,7178,6079,5985,5891,4314,3606,5389,1789,0.24923377
J82060,13322,10738,10604,10481,7466,4568,11215,2107,0.158159436
