PRACTICE_CODE,TOTAL,16OV,17OV,18OV,30_74,50OV,0_64,65OV,65OV%
N82655,2445,2009,1992,1961,1338,1053,1860,585,0.239263804
N82662,6784,5016,4910,4826,3489,1695,6110,674,0.099351415
N82663,3837,3050,3010,2964,2112,1353,3206,631,0.164451394
N82664,3184,2522,2482,2445,1874,1053,2727,457,0.143530151
N82668,2645,2110,2073,2032,1447,869,2283,362,0.136862004
N82669,3342,2757,2734,2704,2011,1184,2819,523,0.156493118
N82670,2880,2524,2506,2476,1842,1070,2446,434,0.150694444
N82671,2313,1961,1937,1912,1445,831,1961,352,0.152183312
N82676,4331,3438,3365,3318,2523,1550,3774,557,0.128607712
N82678,2999,2324,2295,2271,1687,921,2608,391,0.130376792
N83001,14404,11552,11346,11170,8140,5281,12113,2291,0.159053041
N83002,12293,9922,9784,9653,6889,4515,10147,2146,0.174570894
N83003,7538,6308,6228,6167,4333,3258,5852,1686,0.223666755
N83005,7961,6631,6563,6471,4511,3499,6259,1702,0.213792237
N83006,3431,2909,2874,2838,2004,1422,2748,683,0.199067327
N83007,2462,2073,2042,2015,1505,1049,1961,501,0.203493095
N83008,7870,6360,6262,6182,4544,2801,6677,1193,0.15158831
N83009,12093,9841,9723,9588,7051,4632,10169,1924,0.159100306
N83010,6911,5918,5838,5774,3831,3327,5178,1733,0.250759659
N83012,10893,9218,9117,9006,6489,4770,8486,2407,0.220967594
N83013,5055,4198,4144,4088,2964,2059,4087,968,0.191493571
N83014,10354,8401,8287,8195,5715,3992,8642,1712,0.165346726
N83015,4348,3483,3454,3410,2318,1499,3724,624,0.143514259
N83017,4585,3962,3921,3881,2719,2000,3462,1123,0.244929117
N83018,8783,7053,6954,6864,4706,3300,7417,1366,0.155527724
N83019,9331,7949,7848,7757,5550,4624,6648,2683,0.28753617
N83020,7462,6189,6095,6038,4350,3263,5726,1736,0.232645403
N83021,8552,6881,6787,6679,4750,3245,6933,1619,0.189312442
N83022,7733,6344,6258,6187,4413,3254,6082,1651,0.213500582
N83023,6611,5426,5357,5291,3740,2686,5322,1289,0.194978067
N83024,7466,6182,6122,6051,4318,3250,5813,1653,0.221403697
N83025,9116,7146,7053,6949,4961,2959,7925,1191,0.130649408
N83026,2617,2202,2175,2159,1577,1229,1965,652,0.249140237
N83027,6581,5506,5436,5378,3760,2843,5036,1545,0.234766753
N83028,25318,20917,20652,20385,14393,9957,20872,4446,0.175606288
N83030,5396,4382,4333,4295,3048,2140,4324,1072,0.198665678
N83031,2577,1990,1972,1939,1435,863,2242,335,0.12999612
N83032,11453,9034,8882,8750,6431,3859,9776,1677,0.146424518
N83033,5976,4971,4915,4858,3670,2489,4899,1077,0.180220884
N83035,7317,6042,5958,5876,4244,2910,6015,1302,0.177941779
N83041,4780,4068,4020,3975,2898,2480,3363,1417,0.296443515
N83043,4066,3319,3275,3240,2286,1592,3404,662,0.162813576
N83045,4767,3738,3695,3654,2660,1507,4127,640,0.134256346
N83047,4555,3786,3744,3695,2676,2041,3550,1005,0.220636663
N83049,3959,3420,3379,3339,2286,2047,2890,1069,0.270017681
N83050,3990,3174,3125,3079,2235,1446,3356,634,0.158897243
N83053,5461,4487,4423,4368,3164,2216,4436,1025,0.187694561
N83054,4122,3334,3284,3230,2389,1564,3423,699,0.169577875
N83055,5713,4513,4462,4390,3160,1892,4983,730,0.12777875
N83060,3616,3006,2976,2941,2119,1630,2776,840,0.232300885
N83601,5746,4474,4406,4356,3129,1703,5086,660,0.114862513
N83603,6194,5106,5035,4963,3531,2466,5040,1154,0.186309332
N83604,2597,2182,2155,2128,1538,1070,2020,577,0.222179438
N83605,5495,4290,4229,4177,3151,1821,4776,719,0.130846224
N83608,10514,8296,8159,8015,5998,3329,9149,1365,0.129826897
N83609,3881,3035,2984,2942,2130,1391,3291,590,0.152022675
N83610,2413,1967,1937,1914,1344,886,2025,388,0.16079569
N83614,4247,3318,3277,3240,2425,1562,3503,744,0.175182482
N83619,2196,1870,1854,1833,1315,1008,1716,480,0.218579235
N83620,3253,2630,2594,2554,1896,1184,2742,511,0.157085767
N83621,2900,2399,2369,2332,1640,1154,2445,455,0.156896552
N83622,2576,2053,2029,1993,1518,809,2345,231,0.089673913
N83624,2927,2482,2463,2433,1766,1237,2367,560,0.191322173
N83628,4147,3243,3203,3164,2315,1261,3623,524,0.126356402
N83633,3770,3058,3021,2983,2041,1441,3103,667,0.176923077
N83635,2650,2296,2267,2226,1528,1188,2085,565,0.213207547
N83637,3434,2841,2804,2774,2034,1420,2762,672,0.195690157
N84001,9712,8218,8104,8012,5890,4405,7600,2112,0.217462932
N84002,2526,2061,2031,2001,1417,902,2107,419,0.165874901
N84003,10836,9228,9124,9022,6161,5342,7841,2995,0.276393503
N84004,7862,6300,6202,6125,4291,2941,6631,1231,0.156575935
N84005,10670,8839,8740,8620,6198,4758,8430,2240,0.209934396
N84006,8056,6968,6879,6777,4490,4356,5348,2708,0.336146971
N84007,5746,4808,4736,4680,3325,2498,4528,1218,0.211973547
N84008,9833,8254,8145,8030,5594,4625,7447,2386,0.242652293
N84010,4695,3860,3818,3785,2729,2045,3672,1023,0.217891374
N84011,6719,5620,5556,5493,4076,2873,5319,1400,0.20836434
N84012,11813,10196,10065,9956,6769,6303,8168,3645,0.308558368
N84013,5922,4981,4916,4856,3496,2731,4531,1391,0.234886863
N84014,3522,2955,2909,2870,2032,1639,2686,836,0.237365133
N84015,6096,5025,4960,4905,3511,2329,5017,1079,0.177001312
N84016,6304,5145,5074,5002,3572,2380,5309,995,0.157836294
N84017,9763,8450,8334,8246,5660,5304,6697,3066,0.314042815
N84018,13003,11025,10875,10771,7335,6696,9020,3983,0.306313928
N84019,6312,5312,5246,5187,3645,2503,5163,1149,0.182034221
N84020,10397,8640,8530,8423,6108,4754,7975,2422,0.232951813
N84021,17401,14799,14640,14488,10336,6989,13929,3472,0.199528763
N84023,7135,5844,5768,5701,4130,2711,5953,1182,0.165662228
N84024,9578,8455,8354,8270,5616,5443,6395,3183,0.332324076
N84025,8171,7088,7010,6943,4697,4305,5666,2505,0.306572023
N84026,3074,2512,2479,2451,1794,1227,2500,574,0.186727391
N84027,4403,3424,3385,3327,2424,1270,3930,473,0.107426754
N84028,7437,6047,5978,5905,4300,2711,6282,1155,0.155304558
N84029,6010,4866,4789,4732,3353,2242,5101,909,0.15124792
N84034,5766,4694,4629,4545,3225,2042,4854,912,0.158168574
N84035,4320,3706,3671,3622,2609,2100,3283,1037,0.240046296
N84037,2105,1753,1730,1712,1218,999,1563,542,0.257482185
N84038,5760,4642,4584,4515,3235,2034,4891,869,0.150868056
N84041,4930,4085,4028,3987,2931,2121,4018,912,0.184989858
N84043,2120,1625,1591,1574,1131,510,1960,160,0.075471698
N84605,3607,2778,2736,2695,1973,1096,3180,427,0.118380926
N84611,4068,3359,3310,3266,2361,1925,3026,1042,0.256145526
N84613,4102,3486,3441,3392,2387,2024,2991,1111,0.270843491
N84614,2870,2427,2401,2377,1720,1430,2057,813,0.283275261
N84615,2682,2231,2213,2187,1574,1008,2238,444,0.165548098
N84617,4069,3242,3188,3148,2350,1431,3414,655,0.160973212
N84618,4561,3836,3787,3731,2648,2186,3445,1116,0.244683184
N84621,2826,2328,2288,2262,1531,1204,2209,617,0.218329795
N84624,875,782,776,764,566,431,675,200,0.228571429
N84625,4322,3400,3337,3280,2418,1556,3705,617,0.142757982
N84626,1957,1704,1684,1658,1208,1036,1427,530,0.270822688
N84627,2504,2129,2111,2085,1539,1168,1922,582,0.232428115
N84630,2737,2123,2085,2063,1480,791,2437,300,0.109609061
N85001,2583,2109,2086,2070,1562,1069,2019,564,0.218350755
N85002,16824,14264,14063,13853,9598,8557,11984,4840,0.287684261
N85003,4545,3674,3629,3567,2628,1841,3628,917,0.201760176
N85005,11625,9616,9485,9361,6557,5118,8956,2669,0.229591398
N85006,9781,7996,7894,7794,5547,4260,7489,2292,0.234331868
N85007,16639,14245,14061,13897,9584,8890,11566,5073,0.304886111
N85008,14152,11929,11763,11636,8124,7118,9988,4164,0.294234031
N85009,5295,4428,4373,4317,3136,2277,4181,1114,0.210387158
N85012,9546,7892,7783,7688,5545,4064,7582,1964,0.205740624
N85013,7989,6782,6694,6606,4634,3906,5807,2182,0.273125548
N85014,5566,4565,4498,4431,3215,2280,4439,1127,0.202479339
N85015,8134,6716,6636,6560,4905,3309,6614,1520,0.186869929
N85016,7875,6407,6319,6240,4492,2921,6537,1338,0.169904762
N85017,5463,4392,4329,4265,3009,1960,4657,806,0.147537983
N85018,6197,5213,5144,5089,3651,2909,4738,1459,0.235436502
N85019,8394,6746,6656,6560,4754,2973,7078,1316,0.156778651
N85020,15190,12251,12072,11890,8428,5635,12668,2522,0.166030283
N85021,2608,2301,2285,2267,1585,1008,2159,449,0.172162577
N85022,2998,2532,2506,2483,1863,1273,2301,697,0.232488326
N85023,5929,4853,4788,4711,3280,2416,4751,1178,0.198684432
N85024,8721,6933,6831,6737,4785,3060,7398,1323,0.151702786
N85025,5792,4814,4748,4697,3397,2571,4559,1233,0.212879834
N85027,10393,8300,8169,8044,5848,3720,8748,1645,0.158279611
N85028,7093,5750,5676,5599,4032,2973,5478,1615,0.227689271
N85031,4138,3409,3370,3326,2376,1531,3462,676,0.163363944
N85032,7177,6103,6021,5964,4220,3719,5012,2165,0.301658074
N85034,5894,4860,4791,4728,3311,2345,4735,1159,0.196640652
N85037,4588,3523,3470,3417,2413,1462,3938,650,0.141673932
N85038,4764,3857,3809,3760,2728,1789,4008,756,0.158690176
N85040,6030,5087,5033,4975,3675,2818,4592,1438,0.238474295
N85044,15180,12270,12109,11937,8442,5877,12322,2858,0.188274045
N85046,4633,3827,3760,3706,2711,1962,3627,1006,0.217137924
N85047,5873,4832,4769,4705,3301,2450,4463,1410,0.24008173
N85048,5380,4507,4460,4409,3203,2421,4188,1192,0.221561338
N85051,7116,5754,5670,5602,4024,2698,5858,1258,0.176784711
N85052,3415,2892,2869,2837,2031,1499,2676,739,0.216398243
N85054,4908,4019,3944,3889,2836,2066,3846,1062,0.216381418
N85057,1978,1732,1712,1697,1271,1009,1437,541,0.273508595
N85059,7221,5988,5915,5835,4343,3410,5548,1673,0.231685362
N85616,4481,3637,3590,3542,2507,1670,3690,791,0.176523098
N85617,4623,3915,3868,3832,2729,2196,3403,1220,0.263897902
N85620,6636,5673,5599,5524,4028,3138,5076,1560,0.235081374
N85625,14616,11751,11578,11422,8255,5322,12306,2310,0.158045977
N85629,4413,3436,3381,3332,2383,1460,3782,631,0.14298663
N85633,3946,3104,3057,3019,2223,1345,3370,576,0.145970603
N85634,1588,1265,1252,1235,882,571,1331,257,0.161838791
N85640,2856,2093,2055,2011,1386,723,2571,285,0.099789916
N85643,4168,3300,3249,3190,2320,1452,3470,698,0.167466411
N85648,3465,2839,2800,2763,2111,1366,2906,559,0.161327561
P81002,66310,57191,56639,56039,29506,18273,57750,8560,0.129090635
P81003,9959,8530,8426,8336,6079,4858,7468,2491,0.250125515
P81004,4681,3653,3590,3542,2602,1621,3995,686,0.146549883
P81005,11788,9411,9269,9131,6294,4498,9582,2206,0.187139464
P81006,18803,16030,15846,15676,10830,9670,13411,5392,0.286762751
P81008,6250,5159,5107,5046,3609,2637,4935,1315,0.2104
P81010,5377,4507,4449,4390,3312,2495,4216,1161,0.215919658
P81013,14971,12513,12370,12222,8783,5945,12159,2812,0.187829804
P81014,8975,7686,7607,7509,5090,4388,6525,2450,0.272980501
P81015,11246,9396,9284,9179,6534,5031,8538,2708,0.240796728
P81016,12112,9779,9639,9516,6858,4491,10208,1904,0.157199472
P81017,13447,11271,11093,10943,8015,6208,10347,3100,0.230534692
P81018,8628,7218,7100,7002,5099,3881,6695,1933,0.224038016
P81020,20572,16488,16265,16061,11429,7474,17229,3343,0.16250243
P81022,10301,8493,8356,8248,5836,4099,8379,1922,0.186583827
P81025,12206,9988,9877,9776,6996,5069,9672,2534,0.207602818
P81027,14795,11719,11560,11385,8469,5616,12220,2575,0.174045286
P81029,18430,15634,15453,15268,10812,9721,12853,5577,0.302604449
P81031,7256,6292,6224,6155,4387,3614,5416,1840,0.253583241
P81032,12102,9523,9378,9264,6563,4424,9836,2266,0.187241778
P81033,8149,6730,6636,6556,4737,3525,6335,1814,0.222604
P81035,6080,4478,4372,4284,3023,1681,5348,732,0.120394737
P81036,15638,12948,12778,12613,8902,6596,12336,3302,0.211152321
P81037,9444,8147,8071,7976,5520,5288,6337,3107,0.328991953
P81038,9153,7472,7368,7274,5298,3575,7420,1733,0.189336829
P81039,5485,4276,4205,4154,2957,1746,4796,689,0.125615314
P81040,10527,8869,8773,8669,6163,5224,7672,2855,0.271207372
P81041,8708,7525,7434,7347,5131,4308,6431,2277,0.261483693
P81042,11642,9578,9468,9350,6705,4340,9767,1875,0.161054802
P81043,5931,5040,4989,4947,3703,2501,4843,1088,0.183442927
P81044,16602,13607,13431,13284,9410,6846,12986,3616,0.217805084
P81045,5178,4456,4402,4348,2918,2394,3824,1354,0.261490923
P81046,6033,5066,5015,4983,3466,1715,5343,690,0.11437096
P81047,15663,12715,12533,12378,8912,6028,12759,2904,0.185405095
P81051,12648,10364,10225,10093,7384,4942,10367,2281,0.180344719
P81053,7684,6335,6265,6197,4534,3235,6114,1570,0.204320666
P81054,9167,7485,7381,7266,5222,3457,7602,1565,0.170721065
P81055,11446,9494,9396,9284,6657,5178,8817,2629,0.229687227
P81057,12609,10455,10302,10156,7221,5418,9869,2740,0.2173051
P81058,9095,7249,7148,7038,5029,3368,7482,1613,0.177350192
P81059,7479,6407,6337,6275,4574,3960,5378,2101,0.280919909
P81061,4642,3891,3847,3783,2675,2051,3661,981,0.211331323
P81062,7912,6573,6482,6396,4561,3391,6258,1654,0.209049545
P81063,11398,9626,9505,9390,6803,4769,9285,2113,0.185383401
P81065,15097,12355,12209,12073,8779,6397,11923,3174,0.210240445
P81066,7406,5890,5809,5729,4053,2749,6148,1258,0.169862274
P81067,13693,10976,10801,10640,7705,5302,11298,2395,0.174906887
P81069,11102,9214,9107,8975,6525,4794,8706,2396,0.21581697
P81070,7551,5989,5916,5837,4067,2995,5924,1627,0.21546815
P81071,7112,5471,5379,5292,3728,2082,6199,913,0.128374578
P81072,15114,12669,12495,12368,8749,6728,11708,3406,0.225353976
P81073,12128,10407,10274,10158,6870,6287,8358,3770,0.310850923
P81074,13457,11381,11226,11095,7910,6108,10435,3022,0.22456714
P81076,11268,9294,9173,9063,6703,4730,8905,2363,0.20970891
P81077,11058,9609,9493,9387,6583,6208,7440,3618,0.327183939
P81078,11915,9800,9674,9561,6985,4997,9364,2551,0.214099874
P81079,12704,10711,10580,10458,7335,6071,9442,3262,0.256769521
P81081,5051,4158,4109,4053,2885,2149,3997,1054,0.20867155
P81082,10188,8577,8482,8393,5984,4724,7759,2429,0.238417746
P81083,8502,7177,7104,7030,4921,3914,6447,2055,0.241707833
P81084,7371,6195,6104,6043,4262,3464,5539,1832,0.248541582
P81086,10226,8221,8057,7910,5398,4158,7981,2245,0.219538431
P81087,11119,9683,9571,9477,6565,6514,7101,4018,0.361363432
P81088,7347,6043,5985,5889,4276,3066,5923,1424,0.193820607
P81089,12104,10026,9882,9750,6940,5154,9498,2606,0.215300727
P81092,8414,7398,7337,7264,4956,4638,5659,2755,0.327430473
P81093,1683,1307,1280,1267,897,436,1494,189,0.112299465
P81095,8577,6696,6576,6454,4508,2987,7039,1538,0.179316777
P81096,7012,5935,5870,5800,4192,3535,5141,1871,0.266828294
P81099,10711,8785,8666,8556,6229,4463,8564,2147,0.200448137
P81100,14437,12052,11804,11555,8203,6662,11033,3404,0.235783057
P81103,10161,8188,8085,7987,5678,4003,8228,1933,0.190237181
P81107,7524,6292,6207,6113,4375,3476,5871,1653,0.21969697
P81112,17218,14481,14300,14136,8393,5934,14383,2835,0.16465327
P81113,6189,5268,5196,5140,3763,3130,4536,1653,0.267086767
P81115,15502,12443,12262,12090,8787,5576,13192,2310,0.149013031
P81117,4453,3587,3542,3497,2556,1748,3534,919,0.206377723
P81118,8490,6654,6556,6446,4755,2749,7237,1253,0.147585395
P81119,8345,6668,6585,6512,4623,2734,7141,1204,0.144278011
P81123,14146,10735,10536,10333,7431,3951,12356,1790,0.126537537
P81125,10212,8278,8162,8032,5671,4037,8163,2049,0.200646298
P81127,4036,3247,3211,3164,2365,1498,3339,697,0.172695738
P81128,9361,7737,7625,7525,5379,4035,7341,2020,0.215788911
P81129,10973,9074,8967,8846,6497,4797,8609,2364,0.215437893
P81130,12819,10410,10267,10132,7357,5400,10074,2745,0.214135268
P81132,9087,7482,7380,7271,5313,3714,7369,1718,0.189061296
P81133,8750,7357,7273,7183,5130,4210,6499,2251,0.257257143
P81134,4341,3562.876781,3521.651709,3479.396011,2534.311254,1929.333333,3258,1083,0.249481686
P81136,2543,2174,2147,2118,1460,1157,1967,576,0.226504129
P81137,6176,5008,4946,4884,3523,2434,5050,1126,0.182318653
P81138,2617,2242,2214,2187,1567,1311,1908,709,0.270920902
P81140,16530,13545,13343,13176,9559,6414,13510,3020,0.182698125
P81143,10152,8307,8181,8064,6191,4303,8229,1923,0.189420804
P81147,4292,3397,3336,3279,2298,1465,3574,718,0.167287978
P81149,7456,6294,6225,6165,4380,3841,5225,2231,0.299222103
P81150,12015,10255,10149,10073,7019,6264,8373,3642,0.303121099
P81154,8347,7043,6955,6877,4984,3971,6273,2074,0.248472505
P81155,5012,4067,4008,3957,2895,1972,4132,880,0.175578611
P81157,10862,9353,9241,9149,6603,5738,7821,3041,0.279966857
P81159,12791,10891,10781,10670,7557,5926,9787,3004,0.234852631
P81160,15257,11975,11793,11597,8298,5142,12933,2324,0.152323524
P81165,2330,1895,1881,1849,1327,941,1854,476,0.204291845
P81166,2601,2074,2051,2027,1446,945,2169,432,0.166089965
P81167,5603,4184,4096,4007,2748,1479,4990,613,0.109405676
P81169,6375,5371,5305,5253,3629,2141,5404,971,0.152313725
P81170,8266,5701,5558,5418,3772,1492,7707,559,0.067626421
P81171,4385,3656,3608,3548,2669,2008,3387,998,0.227594071
P81172,10501,8407,8268,8160,5885,3660,8961,1540,0.1466527
P81173,3640,3115,3074,3037,2233,1762,2806,834,0.229120879
P81179,4416,3651,3615,3562,2653,1780,3611,805,0.182291667
P81180,3411,2733,2692,2649,1969,1190,2840,571,0.16739959
P81181,4474,3622,3580,3532,2612,1751,3574,900,0.201162271
P81182,6044,4378,4277,4171,2885,1415,5417,627,0.103739246
P81184,8298,6242,6121,6016,4330,2422,7310,988,0.119064835
P81185,11263,9240,9097,8959,6720,4605,9194,2069,0.183698837
P81186,4529,3683,3627,3581,2625,1828,3668,861,0.190108192
P81191,9235,7994,7905,7818,5483,4874,6504,2731,0.295722794
P81196,31058,24146,23770,23390,16611,9056,27113,3945,0.127020413
P81197,4649,3688,3639,3604,2649,1722,3879,770,0.165627017
P81201,5296,4258,4183,4124,3058,1842,4520,776,0.14652568
P81204,4718,3742,3672,3603,2587,1507,4111,607,0.12865621
P81208,18044,14346,14137,13939,10084,6459,15211,2833,0.157005099
P81212,4876,3934,3873,3806,2724,1957,3948,928,0.190319934
P81213,18649,16930,16812,16698,6041,3923,16837,1812,0.097163387
P81214,4228,3274,3223,3157,2236,1461,3541,687,0.162488174
P81218,6631,5371,5290,5209,3800,2597,5403,1228,0.185190771
P81620,1196,1015,1002,988,749,626,920,276,0.230769231
P81622,10701,7779,7574,7385,5264,2086,9940,761,0.071114849
P81633,3140,2662,2633,2596,1902,1400,2491,649,0.206687898
P81642,2293,1936.631083,1906.033752,1876.336342,1416.476452,1018.711146,1783,510,0.222416049
P81646,4397,3696,3640,3592,2535,2055,3286,1111,0.252672277
P81647,3925,3023,2962,2910,2096,932,3622,303,0.077197452
P81655,8799,7321,7223,7131,5234,4020,6768,2031,0.230821684
P81664,15678,12342,12139,11972,8807,5238,13494,2184,0.139303483
P81668,6226,4995,4922,4868,3518,2413,5087,1139,0.182942499
P81674,5705,4738,4679,4623,3399,2628,4380,1325,0.23225241
P81681,13307,11089,10954,10837,7636,5825,10325,2982,0.224092583
P81683,7497,5420,5292,5129,3593,1430,6909,588,0.078431373
P81685,2590,2117,2088,2049,1429,853,2236,354,0.136679537
P81686,2617,2059,2038,2013,1442,884,2213,404,0.154375239
P81687,1878,1600,1582,1565,1087,980,1326,552,0.293929712
P81692,2141,1869,1849,1821,1297,1136,1561,580,0.270901448
P81694,4903,3752,3699,3639,2427,936,4579,324,0.066081991
P81695,6001,4891,4819,4756,3391,2727,4629,1372,0.228628562
P81699,2266,1876,1843,1824,1343,931,1881,385,0.169902913
P81701,3192,2648,2615,2578,1890,1325,2643,549,0.171992481
P81704,11185,8750,8587,8422,5933,3470,9660,1525,0.136343317
P81707,5513,4132,4030,3947,2702,1294,5017,496,0.089969164
P81709,4839,3549,3468,3408,2425,1186,4423,416,0.085968175
P81710,9552,8108,7996,7887,5649,4840,7005,2547,0.266645729
P81711,2781,2246,2213,2180,1566,1018,2381,400,0.143833154
P81714,6127,5025,4960,4902,3483,2521,4937,1190,0.194222295
P81721,2535,2062,2022,1988,1439,861,2200,335,0.132149901
P81724,2262,1586,1543,1515,1115,461,2074,188,0.08311229
P81726,1885,1482,1462,1440,980,624,1603,282,0.149602122
P81730,8349,6769,6695,6614,4728,3320,6669,1680,0.201221703
P81731,2771,2049,2002,1970,1373,725,2424,347,0.12522555
P81732,4222,3506,3467,3411,2599,1835,3417,805,0.19066793
P81734,18653,14086,13809,13537,9701,5204,16589,2064,0.110652442
P81735,3396,2505,2467,2424,1735,756,3158,238,0.07008245
P81736,4069,2967,2891,2827,1993,968,3631,438,0.107643156
P81737,1941,1707,1696,1679,1174,1159,1307,634,0.326635755
P81738,1025,877,862,846,612,429,814,211,0.205853659
P81740,4146,3377,3334,3301,2500,1530,3531,615,0.148335745
P81741,2812,2230,2198,2161,1493,875,2458,354,0.125889047
P81742,2314,2033,2013,1998,1407,1263,1612,702,0.303370787
P81748,6079,5053,4994,4950,3468,2497,4914,1165,0.191643362
P81755,8655,7063,6948,6872,4765,3522,6921,1734,0.20034662
P81757,3394,2892,2840,2802,2079,1614,2661,733,0.215969358
P81769,1592,1315,1299,1285,893,650,1318,274,0.172110553
P81770,6055,4811,4736,4672,3319,1402,5597,458,0.075639967
P81771,5014,3940,3886,3808,2705,1600,4271,743,0.148185082
P81780,4954,3643,3581,3517,2414,990,4540,414,0.083568833
P82001,10473,8292,8157,8058,5740,4020,8451,2022,0.193067889
P82002,7653,6095,6002,5882,4198,2725,6310,1343,0.175486737
P82003,15686,12828,12645,12482,9180,5943,12867,2819,0.179714395
P82004,8841,6611,6476,6359,4454,2447,7721,1120,0.126682502
P82005,7216,6030,5953,5884,4248,3077,5705,1511,0.209395787
P82006,7930,6566,6481,6394,4622,3250,6376,1554,0.195964691
P82007,13606,10996,10831,10680,7660,5184,11169,2437,0.179112156
P82008,13766,10587,10388,10213,7308,4430,11732,2034,0.147755339
