PRACTICE_CODE,Percent_male,Total,AgeAll,AgeMale,AgeFemale,16+,17+,18+,30_74,50+,0_64,65+,16perc,17perc,18perc,30_74perc,50perc,0_64perc,65perc,QOF
E85057,0.48914791,9952,40.74135852,39.49753492,41.93233674,8067,7956,7836,5836,3618,8220,1732,0.810590836,0.799437299,0.787379421,0.586414791,0.363545016,0.82596463,0.17403537,Yes
E85103,0.544205341,3857,41.62561576,40.97046212,42.40784983,3325,3281,3241,2429,1414,3186,671,0.862068966,0.850661136,0.840290381,0.629764065,0.366606171,0.826030594,0.173969406,Yes
C86025,0.529616725,7462,40.81586706,39.84362348,41.91054131,6271,6201,6142,4313,2807,6164,1298,0.840391316,0.831010453,0.823103726,0.577995176,0.376172608,0.826051997,0.173948003,Yes
B87018,0.501936703,10585,40.5008975,39.74383587,41.26384674,8604,8478,8387,6068,4038,8744,1841,0.81284837,0.800944733,0.792347662,0.573264053,0.381483231,0.826074634,0.173925366,Yes
K84038,0.49746358,15376,40.72561134,40.12511439,41.32004659,12637,12500,12367,9075,5773,12702,2674,0.821865245,0.812955255,0.804305411,0.590205515,0.375455255,0.826092612,0.173907388,Yes
M82616,0.485894867,6487,40.15847079,39.67068528,40.61949025,5247,5173,5090,3654,2468,5359,1128,0.808848466,0.797441036,0.784646216,0.563280407,0.380453214,0.826113766,0.173886234,Yes
M91614,0.489358219,6108,38.47888016,38.39846102,38.55594742,4822,4752,4681,3365,2092,5046,1062,0.789456451,0.777996071,0.766371971,0.55091683,0.342501637,0.826129666,0.173870334,Yes
M81006,0.485740977,20338,40.46749926,39.75260654,41.14274787,16670,16411,16191,11337,7650,16802,3536,0.81964795,0.806913167,0.796095978,0.557429442,0.37614318,0.826138263,0.173861737,Yes
M85043,0.492663406,4498,37.85949311,36.69900722,38.98641543,3430,3377,3317,2320,1517,3716,782,0.762561138,0.750778124,0.737438862,0.515784793,0.337261005,0.826144953,0.173855047,Yes
J82180,0.475846204,6086,40.36017088,39.62223757,41.03009404,4912,4853,4781,3476,2330,5028,1058,0.807098258,0.797403878,0.785573447,0.571146895,0.382845876,0.826158396,0.173841604,Yes
L84009,0.486802413,18564,40.31663435,39.32057099,41.26146741,14965,14750,14558,10698,7084,15337,3227,0.806130144,0.794548589,0.78420599,0.576276665,0.381598793,0.826168929,0.173831071,Yes
M88627,0.514374171,2261,40.35338346,39.88564058,40.84881603,1837,1818,1794,1255,853,1868,393,0.812472357,0.804068996,0.793454224,0.555064131,0.377266696,0.826183105,0.173816895,Yes
L81042,0.501885176,11670,40.87549272,39.8786068,41.87992431,9617,9501,9378,6727,4716,9642,2028,0.824078835,0.814138817,0.803598972,0.576435304,0.404113111,0.82622108,0.17377892,Yes
A89017,0.506262744,13732,40.92936207,40.07264097,41.80781711,11460,11322,11178,7901,5274,11346,2386,0.834547043,0.824497524,0.814011069,0.575371395,0.384066414,0.826245267,0.173754733,Yes
H85055,0.526706231,7414,41.57782574,41.38770807,41.78939869,6244,6162,6078,4448,2833,6126,1288,0.84219045,0.831130294,0.819800378,0.599946048,0.382114918,0.826274616,0.173725384,Yes
M86023,0.495015337,5216,40.74098926,39.90201394,41.56340167,4235,4163,4114,2952,2020,4310,906,0.811924847,0.798121166,0.788726994,0.56595092,0.387269939,0.826303681,0.173696319,Yes
P87618,0.531688437,2067,39.45621674,38.85623294,40.13739669,1667,1649,1634,1136,734,1708,359,0.806482825,0.797774552,0.790517658,0.549588776,0.355104015,0.826318336,0.173681664,Yes
C81073,0.520266075,11275,40.53560976,39.94544835,41.1756332,9523,9430,9337,6472,3894,9317,1958,0.844611973,0.836363636,0.828115299,0.574013304,0.345365854,0.826341463,0.173658537,Yes
G82048,0.498680997,10235,40.29213483,39.53369906,41.04657961,8277,8164,8021,5728,3725,8458,1777,0.808695652,0.797655105,0.783683439,0.559648266,0.36394724,0.826380068,0.173619932,Yes
H85637,0.486944248,1417,41.46365561,40.37971014,42.49243466,1159,1141,1118,844,559,1171,246,0.817925194,0.805222301,0.788990826,0.595624559,0.394495413,0.82639379,0.17360621,Yes
A88013,0.493589426,20201,39.92297411,39.28823588,40.54164223,16263,16049,15861,11403,7460,16695,3506,0.805059155,0.794465621,0.785159151,0.564477006,0.369288649,0.826444235,0.173555765,Yes
C86034,0.488761108,7652,39.9613173,39.28983957,40.60327198,6195,6118,6050,4276,2915,6324,1328,0.809592263,0.799529535,0.790642969,0.558808155,0.380946158,0.826450601,0.173549399,Yes
M84615,0.491541808,6207,39.87997422,39.81415929,39.94359949,5015,4943,4891,3488,2281,5130,1077,0.807958756,0.79635895,0.787981311,0.56194619,0.36748832,0.826486225,0.173513775,Yes
L83066,0.495016811,16656,40.06838377,39.66986052,40.45904173,13831,13677,13527,9390,5824,13766,2890,0.830391451,0.821145533,0.812139769,0.563760807,0.349663785,0.826488953,0.173511047,Yes
G82139,0.495229835,3459,40.59150043,39.52481027,41.63802978,2806,2764,2715,1946,1333,2859,600,0.811217115,0.799074877,0.784908933,0.562590344,0.385371495,0.826539462,0.173460538,Yes
J82128,0.498604132,8955,40.30764936,39.70414334,40.9077951,7326,7232,7133,5182,3244,7402,1553,0.818090452,0.807593523,0.796538247,0.578671133,0.362255723,0.826577331,0.173422669,Yes
P87032,0.4952804,5403,40.82731816,39.51681614,42.11331133,4465,4424,4376,3123,2067,4466,937,0.826392745,0.818804368,0.809920415,0.578012215,0.382565242,0.826577827,0.173422173,Yes
K81050,0.494187086,11182,40.62135575,40.36735433,40.86951909,8828,8638,8481,6414,4469,9243,1939,0.789483098,0.772491504,0.758451082,0.573600429,0.399660168,0.826596316,0.173403684,Yes
K82026,0.486594126,14061,39.64291302,38.94182987,40.30738329,11177,11043,10896,7910,5073,11623,2438,0.794893678,0.785363772,0.774909324,0.562548894,0.36078515,0.826612616,0.173387384,Yes
P83024,0.516196691,4291,39.39687718,39.35349887,39.44315992,3471,3420,3350,2351,1518,3547,744,0.808902354,0.797017012,0.780703799,0.547890935,0.353763691,0.826613843,0.173386157,Yes
A81057,0.473331134,9093,40.27779611,39.22072491,41.22781374,7317,7217,7121,5111,3567,7517,1576,0.804684922,0.793687452,0.78312988,0.562080721,0.392279776,0.826679864,0.173320136,Yes
G85027,0.488740617,5995,40.65788157,39.46860068,41.79477977,4860,4785,4718,3495,2267,4956,1039,0.810675563,0.798165138,0.786989158,0.582985822,0.378148457,0.826688907,0.173311093,Yes
M89009,0.488787666,11416,39.69367554,39.02401434,40.33396162,9115,8987,8864,6210,4178,9438,1978,0.798440785,0.787228451,0.7764541,0.543973371,0.365977575,0.826734408,0.173265592,Yes
B83018,0.492637986,12157,40.11557128,39.27133077,40.93531128,9739,9586,9454,6866,4523,10051,2106,0.801102246,0.788516904,0.777658962,0.564777494,0.372049025,0.826766472,0.173233528,Yes
M81616,0.532058094,2823,41.19978746,40.24434088,42.28614686,2295,2274,2246,1663,1132,2334,489,0.812964931,0.805526036,0.79560751,0.589089621,0.400991853,0.826780021,0.173219979,Yes
F82028,0.48206278,9366,39.78838351,39.2248062,40.31292517,7545,7442,7325,5165,3402,7744,1622,0.80557335,0.794576126,0.782084134,0.551462738,0.3632287,0.826820414,0.173179586,Yes
G82099,0.499550146,18895,39.50351945,38.52675072,40.47853215,15049,14860,14686,10619,6454,15623,3272,0.796454088,0.786451442,0.777242657,0.562000529,0.341571844,0.826832495,0.173167505,Yes
C86026,0.517585848,4805,40.13631634,39.92199437,40.36626402,3890,3841,3803,2687,1790,3973,832,0.809573361,0.79937565,0.791467222,0.559209157,0.372528616,0.826847034,0.173152966,Yes
K81066,0.49851092,12088,41.69060225,41.14022569,42.23771033,9829,9688,9525,7088,4742,9995,2093,0.81312045,0.801455989,0.787971542,0.586366645,0.392289874,0.826853077,0.173146923,Yes
B86024,0.516176638,8809,40.89453968,40.10138553,41.74073205,7301,7216,7130,5140,3400,7284,1525,0.828811443,0.81916222,0.809399478,0.583494154,0.385968895,0.826881598,0.173118402,Yes
K82029,0.488221109,10782,40.008069,39.47283435,40.51866618,8618,8515,8418,6237,3919,8916,1866,0.799295121,0.789742163,0.780745687,0.578464107,0.363476164,0.826933779,0.173066221,Yes
P87015,0.529674004,3589,40.24686542,39.9500263,40.58116114,3010,2970,2936,2039,1279,2968,621,0.838673725,0.827528559,0.818055169,0.568124826,0.356366676,0.826971301,0.173028699,Yes
M85076,0.485321674,8005,38.84984385,37.84169884,39.80048544,6202,6114,6024,4315,2813,6621,1384,0.774765771,0.763772642,0.752529669,0.539038101,0.351405372,0.827108057,0.172891943,Yes
B85640,0.50768748,3187,41.12048949,41.31273177,40.92224347,2625,2584,2543,1941,1242,2636,551,0.823658613,0.81079385,0.797929087,0.609036712,0.38970819,0.827110135,0.172889865,Yes
G82042,0.492096743,15753,40.53704056,39.4375645,41.60229971,12755,12566,12382,8995,5867,13031,2722,0.809687044,0.797689329,0.786009014,0.571002349,0.372436996,0.827207516,0.172792484,Yes
A83040,0.499580818,11928,40.01601274,39.67259607,40.35885408,9679,9546,9411,6720,4390,9868,2060,0.811452046,0.800301811,0.788983903,0.563380282,0.368041583,0.827297116,0.172702884,Yes
P81127,0.50099108,4036,40.07234886,39.8694362,40.27606753,3247,3211,3164,2365,1498,3339,697,0.804509415,0.795589693,0.7839445,0.585976214,0.371159564,0.827304262,0.172695738,Yes
A86035,0.519938057,2583,40.80100658,40.91958302,40.67258065,2149,2124,2097,1532,945,2137,446,0.83197832,0.822299652,0.81184669,0.593108788,0.365853659,0.827332559,0.172667441,Yes
A89008,0.512458309,5097,40.76633314,40.32006126,41.23541247,4182,4129,4071,2862,2003,4217,880,0.820482637,0.810084363,0.798705121,0.561506769,0.392976261,0.827349421,0.172650579,Yes
E86005,0.494251242,7045,39.9192335,38.94572085,40.87061465,5627,5556,5476,3949,2537,5829,1216,0.798722498,0.788644429,0.777288857,0.56053939,0.360113556,0.827395316,0.172604684,Yes
C83046,0.499076096,5953,41.16546279,41.03601481,41.29443327,4887,4807,4739,3447,2315,4926,1027,0.820930623,0.807492021,0.796069209,0.57903578,0.388879557,0.827481942,0.172518058,Yes
M86040,0.505340843,5149,39.60322393,39.02882398,40.19002748,4095,4037,3996,2901,1733,4261,888,0.795300058,0.784035735,0.776073024,0.563410371,0.336570208,0.827539328,0.172460672,Yes
L84084,0.481304613,9842,39.19244056,38.41587503,39.91302644,7763,7649,7545,5434,3510,8145,1697,0.788762447,0.777179435,0.766612477,0.552123552,0.35663483,0.827575696,0.172424304,Yes
C84030,0.513799233,10689,40.06305548,39.02931537,41.15547431,8843,8734,8640,6054,3590,8846,1843,0.827299093,0.817101693,0.808307606,0.566376649,0.335859295,0.827579755,0.172420245,Yes
J82069,0.500232418,43026,40.62341375,39.93221205,41.31525834,35325,34836,34317,25044,16265,35608,7418,0.8210152,0.809649979,0.797587505,0.582066657,0.378027239,0.827592618,0.172407382,Yes
B83021,0.492893558,12946,39.51877028,38.59348065,40.41812643,10264,10107,9961,7107,4784,10715,2231,0.792831763,0.780704465,0.76942685,0.548972656,0.369534992,0.827668778,0.172331222,Yes
E87009,0.530526834,4062,42.77055638,43.30394432,42.16780283,3623,3582,3556,2636,1524,3362,700,0.89192516,0.88183161,0.875430822,0.648941408,0.375184638,0.827671098,0.172328902,Yes
M83625,0.514223195,7312,39.5458151,39.39095745,39.70974099,5889,5826,5776,4148,2599,6052,1260,0.805388403,0.796772429,0.789934354,0.567286652,0.355443107,0.827680525,0.172319475,Yes
M83027,0.496358339,10984,40.89202476,40.01155539,41.75976139,8970,8846,8716,6441,4248,9092,1892,0.816642389,0.805353241,0.793517844,0.586398398,0.386744355,0.827749454,0.172250546,Yes
D81612,0.511308718,5173,41.0523874,40.95463138,41.15466772,4299,4239,4190,3112,1949,4282,891,0.831045815,0.819447129,0.80997487,0.601585154,0.376763967,0.827759521,0.172240479,Yes
E82066,0.521454112,3356,41.60131108,40.588,42.70547945,2770,2741,2692,1980,1324,2778,578,0.825387366,0.816746126,0.802145411,0.589988081,0.394517282,0.827771156,0.172228844,Yes
N85021,0.56940184,2608,41.99616564,41.83771044,42.20569902,2301,2285,2267,1585,1008,2159,449,0.882285276,0.876150307,0.869248466,0.607745399,0.386503067,0.827837423,0.172162577,Yes
B86028,0.516443638,4409,40.78521207,40.33201581,41.26923077,3726,3698,3667,2547,1623,3650,759,0.845089589,0.838738943,0.83170787,0.577682014,0.368110683,0.827852121,0.172147879,Yes
H82615,0.490451613,7750,40.94012903,40.70428835,41.16713092,6207,6120,6027,4489,3036,6416,1334,0.800903226,0.789677419,0.777677419,0.579225806,0.391741935,0.827870968,0.172129032,Yes
P81769,0.505025126,1592,41.17525126,40.16293532,42.20812183,1315,1299,1285,893,650,1318,274,0.826005025,0.815954774,0.807160804,0.560929648,0.408291457,0.827889447,0.172110553,Yes
M87010,0.525307964,8199,39.18221734,39.08404922,39.29085303,6567,6486,6407,4493,2835,6788,1411,0.800951336,0.791072082,0.781436761,0.547993658,0.345773875,0.827905842,0.172094158,Yes
C81035,0.504662936,11259,39.36211031,38.56142203,40.17787341,8978,8834,8695,6221,3931,9322,1937,0.797406519,0.784616751,0.772271072,0.552535749,0.349142908,0.827959854,0.172040146,Yes
B86064,0.494880755,16311,40.804733,40.00371655,41.58951329,13272,13101,12923,9407,6385,13505,2806,0.813684017,0.803200294,0.792287413,0.576727362,0.39145362,0.827968855,0.172031145,Yes
M85074,0.506865815,8302,41.76318959,41.46411597,42.07059111,7022,6947,6862,5304,3130,6874,1428,0.845820284,0.836786317,0.82654782,0.638882197,0.377017586,0.827993255,0.172006745,Yes
P81701,0.505952381,3192,42.06610276,41.51578947,42.6296766,2648,2615,2578,1890,1325,2643,549,0.829573935,0.819235589,0.80764411,0.592105263,0.415100251,0.828007519,0.171992481,Yes
P85020,0.499240699,7902,39.85763098,39.50975919,40.20444781,6315,6229,6135,4416,2996,6543,1359,0.799164768,0.788281448,0.776385725,0.558845862,0.37914452,0.828018223,0.171981777,Yes
C82011,0.508952513,11561,39.60617594,38.90091774,40.3371499,9442,9318,9208,6417,3982,9573,1988,0.816711357,0.805985641,0.796470894,0.555055791,0.344433873,0.828042557,0.171957443,Yes
A89614,0.494573261,4054,40.43857918,39.71770574,41.14397267,3291,3246,3200,2320,1518,3357,697,0.811790824,0.800690676,0.789343858,0.572274297,0.374444993,0.828071041,0.171928959,Yes
J82020,0.515377588,6568,40.23538368,40.21890694,40.25290606,5346,5275,5208,3811,2353,5439,1129,0.813946407,0.803136419,0.792935445,0.580237515,0.358252132,0.828105968,0.171894032,Yes
D81031,0.500951814,16810,39.90386675,39.48711554,40.32220765,13540,13354,13165,9740,6070,13921,2889,0.805472933,0.79440809,0.783164783,0.579417014,0.361094587,0.828138013,0.171861987,Yes
F82630,0.47852194,6495,39.27513472,38.02380952,40.42338353,5102,5029,4935,3491,2342,5379,1116,0.785527329,0.774287914,0.759815242,0.537490377,0.360585065,0.82817552,0.17182448,Yes
G84029,0.512609003,4243,41.52769267,41.17609195,41.89748549,3550,3504,3456,2565,1673,3514,729,0.836672166,0.82583078,0.81451803,0.6045251,0.394296488,0.828187603,0.171812397,Yes
K81014,0.492001163,20628,40.3713884,39.40132033,41.31090753,16388,16177,15948,11918,7390,17084,3544,0.79445414,0.784225325,0.773123909,0.577758387,0.358250921,0.828194687,0.171805313,Yes
C84629,0.515841352,4261,40.08190566,39.99818016,40.17111003,3465,3419,3376,2358,1594,3529,732,0.813189392,0.802393804,0.792302276,0.553391223,0.374090589,0.828209341,0.171790659,Yes
B83023,0.494547658,9904,39.21476171,38.99938751,39.42548941,7851,7718,7585,5327,3565,8203,1701,0.792710016,0.779281099,0.765852181,0.537863489,0.359955574,0.828251212,0.171748788,Yes
P82025,0.505875077,4851,39.16367759,38.35452323,39.99207343,3838,3780,3725,2683,1685,4018,833,0.791177077,0.779220779,0.767882911,0.553081839,0.347351062,0.828282828,0.171717172,Yes
E81029,0.492658952,16074,39.73690432,38.69175401,40.75180871,12900,12713,12499,8870,5681,13314,2760,0.802538261,0.790904566,0.777591141,0.551822819,0.353427896,0.82829414,0.17170586,Yes
L84616,0.501761942,5108,41.86726703,40.89114319,42.8502947,4361,4319,4270,3105,2012,4231,877,0.85375881,0.845536413,0.835943618,0.607870008,0.393891934,0.828308536,0.171691464,Yes
J81087,0.495200928,9481,41.04735787,41.01469649,41.07939824,7765,7659,7572,5643,3834,7854,1627,0.819006434,0.807826179,0.798649931,0.595190381,0.404387723,0.828393629,0.171606371,Yes
L83076,0.506496416,8928,40.28662634,39.9316674,40.65093055,7341,7258,7190,5108,3349,7396,1532,0.822244624,0.812948029,0.805331541,0.572132616,0.375112007,0.828405018,0.171594982,Yes
K81068,0.49419055,10328,42.5412471,41.9406348,43.12806279,8754,8659,8581,6472,4135,8556,1772,0.847598761,0.838400465,0.83084818,0.626646011,0.400367932,0.828427576,0.171572424,Yes
P91013,0.488798563,10579,39.47972398,38.60858635,40.31268491,8396,8281,8168,6010,3665,8764,1815,0.793647793,0.7827772,0.772095661,0.568106626,0.346441062,0.828433689,0.171566311,Yes
C88009,0.49458839,6098,39.77681207,39.45689655,40.0898767,4887,4814,4761,3355,2254,5052,1046,0.801410298,0.78943916,0.780747786,0.550180387,0.369629387,0.82846835,0.17153165,Yes
K81030,0.502190485,22826,39.28467537,38.28386984,40.29428848,18260,17791,17335,12604,7975,18911,3915,0.799964952,0.779418207,0.759440988,0.552177342,0.349382283,0.828485061,0.171514939,Yes
F82031,0.484174508,4676,39.69076133,38.92358657,40.41086235,3769,3717,3657,2558,1710,3874,802,0.806030796,0.79491018,0.7820787,0.54704876,0.365697177,0.828485885,0.171514115,Yes
E83009,0.459816252,11211,38.78744091,37.66537342,39.74256935,8791,8655,8513,6101,3686,9289,1922,0.784140576,0.772009633,0.759343502,0.544197663,0.32878423,0.828561235,0.171438765,Yes
E83031,0.492132701,5275,40.33004739,39.84206471,40.80291153,4228,4174,4118,3034,1899,4371,904,0.801516588,0.791279621,0.780663507,0.575165877,0.36,0.828625592,0.171374408,Yes
C81033,0.493727211,16181,40.19356035,39.20190262,41.16064453,13147,12964,12789,8883,6096,13408,2773,0.812496137,0.801186577,0.790371423,0.548977195,0.37673815,0.828626166,0.171373834,Yes
P84022,0.484600262,6104,39.30848624,38.03211629,40.50858233,4881,4802,4733,3308,2116,5058,1046,0.799639581,0.786697248,0.775393185,0.541939712,0.346657929,0.828636959,0.171363041,Yes
M83067,0.521135568,7996,41.29964982,40.61579074,42.04387569,6679,6594,6520,4689,3030,6626,1370,0.835292646,0.824662331,0.815407704,0.586418209,0.37893947,0.828664332,0.171335668,Yes
M85117,0.478735922,5949,38.64447806,37.6934691,39.51789745,4643,4563,4506,3257,2084,4930,1019,0.780467305,0.767019667,0.757438225,0.547486973,0.350310977,0.828710708,0.171289292,Yes
E85045,0.510106383,3760,41.07978723,41.02137643,41.14060803,3142,3102,3057,2198,1408,3116,644,0.835638298,0.825,0.813031915,0.584574468,0.374468085,0.828723404,0.171276596,Yes
E81023,0.525482748,3159,40.61316872,40.29216867,40.96864576,2623,2597,2564,1804,1178,2618,541,0.830326053,0.8220956,0.811649256,0.571066793,0.372902817,0.828743273,0.171256727,Yes
G84621,0.503339567,3743,40.20705317,38.91719745,41.51425498,2995,2940,2888,2076,1402,3102,641,0.800160299,0.785466204,0.771573604,0.554635319,0.374565856,0.828746994,0.171253006,Yes
B85009,0.502533978,8682,38.70985948,38.2479945,39.17642973,6834,6729,6621,4606,2983,7196,1486,0.787145819,0.775051831,0.762612301,0.530522921,0.343584428,0.828841281,0.171158719,Yes
F81134,0.494795633,7878,40.18494542,39.26423807,41.08668342,6364,6281,6186,4543,2934,6530,1348,0.807819243,0.797283575,0.785224676,0.576669205,0.372429551,0.828890581,0.171109419,Yes
L83071,0.499744049,7814,41.16777579,40.94263764,41.39268355,6467,6399,6319,4584,3072,6477,1337,0.827617098,0.818914768,0.808676734,0.586639365,0.393140517,0.828896852,0.171103148,Yes
C84051,0.481899532,19668,39.98439089,38.83182106,41.05642787,15743,15529,15331,11184,7128,16304,3364,0.800437258,0.78955664,0.779489526,0.568639414,0.362416107,0.828960748,0.171039252,Yes
J83057,0.478782767,15412,39.96729821,39.2488142,40.62728744,12330,12165,12012,8742,5545,12776,2636,0.800025954,0.78932001,0.779392681,0.567220348,0.359784583,0.828964443,0.171035557,Yes
J82079,0.490740741,7128,40.78619529,40.25128645,41.30165289,5706,5618,5545,4197,2757,5909,1219,0.800505051,0.788159371,0.77791807,0.588804714,0.386784512,0.828984287,0.171015713,Yes
K81070,0.508510965,13042,40.81789603,39.90802171,41.75928237,10424,10234,10072,7653,4875,10812,2230,0.799263917,0.784695599,0.772274191,0.586796504,0.373792363,0.829013955,0.170986045,Yes
G82137,0.487626547,8890,39.80314961,38.39377163,41.14445664,6982,6861,6751,4929,3186,7370,1520,0.785376828,0.771766029,0.759392576,0.554443195,0.358380202,0.829021372,0.170978628,Yes
K82020,0.514207981,6616,41.13754534,41.0249853,41.25668948,5618,5535,5458,3666,2550,5485,1131,0.849153567,0.836608222,0.82496977,0.554111245,0.385429262,0.829050786,0.170949214,Yes
E87026,0.541329581,2843,41.94372142,42.26705653,41.56211656,2470,2438,2415,1750,1085,2357,486,0.868800563,0.857544847,0.849454801,0.615546957,0.381639114,0.829053816,0.170946184,Yes
K81059,0.490292234,9992,41.01941553,40.64033476,41.38405655,8068,7908,7752,5824,3926,8284,1708,0.807445957,0.791433147,0.775820657,0.582866293,0.392914331,0.829063251,0.170936749,Yes
P91032,0.50061627,4868,40.19535744,38.89823554,41.49568079,3815,3771,3725,2833,1714,4036,832,0.7836894,0.774650781,0.765201315,0.581963846,0.352095316,0.829087921,0.170912079,Yes
B87030,0.494297829,27358,39.91804957,39.22923907,40.59132635,22013,21689,21415,15438,10277,22683,4675,0.804627531,0.79278456,0.782769208,0.564295636,0.375648805,0.829117626,0.170882374,Yes
A81009,0.500237643,8416,40.36787072,39.23752969,41.49928673,6842,6730,6629,4745,3288,6979,1437,0.812975285,0.7996673,0.78766635,0.563807034,0.390684411,0.829253802,0.170746198,Yes
P81054,0.498527326,9167,40.39827643,40.47374179,40.3232543,7485,7381,7266,5222,3457,7602,1565,0.816515763,0.805170721,0.792625723,0.569652013,0.37711356,0.829278935,0.170721065,Yes
C86626,0.484109708,2297,40.76229865,40.04226619,41.43797468,1867,1841,1807,1315,905,1905,392,0.812799303,0.801480192,0.786678276,0.572485851,0.393992164,0.829342621,0.170657379,Yes
E83013,0.494059406,6060,41.07161716,39.83466934,42.27951729,5054,5009,4955,3690,2109,5026,1034,0.833993399,0.826567657,0.817656766,0.608910891,0.348019802,0.829372937,0.170627063,Yes
P89025,0.514350946,3066,41.25440313,40.32847178,42.23505709,2558,2526,2489,1786,1228,2543,523,0.834311807,0.823874755,0.811806915,0.582517939,0.400521853,0.829419439,0.170580561,Yes
G82711,0.487882945,4374,39.62825789,38.86223055,40.35803571,3444,3401,3367,2455,1598,3628,746,0.787379973,0.777549154,0.769775949,0.561271148,0.365340649,0.829446731,0.170553269,Yes
B81090,0.511814534,4486,40.14534106,39.20296167,41.13333333,3658,3601,3540,2525,1686,3721,765,0.815425769,0.802719572,0.789121712,0.562862238,0.375835934,0.829469461,0.170530539,Yes
E81047,0.498227612,10720,40.16492537,39.03950571,41.2823945,8782,8676,8567,6037,3791,8893,1827,0.819216418,0.809328358,0.799160448,0.563152985,0.35363806,0.829570896,0.170429104,Yes
K83048,0.501990202,6532,39.2379057,38.66453187,39.81586228,5145,5045,4968,3708,2379,5419,1113,0.787660747,0.7723515,0.76056338,0.567666871,0.364206981,0.829608083,0.170391917,Yes
G81046,0.487356709,11864,41.11724545,40.01279834,42.16721473,9795,9642,9514,6964,4584,9843,2021,0.825606878,0.812710722,0.80192178,0.58698584,0.386378962,0.829652731,0.170347269,Yes
M83637,0.501779359,3934,39.4956787,38.68794326,40.30918367,3155,3104,3055,2161,1436,3264,670,0.801982715,0.78901881,0.776563294,0.549313676,0.365022877,0.829689883,0.170310117,Yes
C88052,0.496497106,9849,41.02700782,40.04948875,41.99092559,8297,8197,8097,5908,3673,8172,1677,0.84242055,0.832267235,0.82211392,0.599857854,0.372931262,0.829728906,0.170271094,Yes
D81602,0.510267741,3847,39.61528464,38.85736118,40.40498938,3035,2971,2929,2106,1329,3192,655,0.788926436,0.772290096,0.761372498,0.547439563,0.345463998,0.829737458,0.170262542,Yes
K82007,0.500082088,30455,39.676769,38.78030204,40.57353038,24688,24165,23627,16317,11318,25271,5184,0.810638647,0.793465769,0.775800361,0.535774093,0.371630274,0.829781645,0.170218355,Yes
P91633,0.483961733,5331,40.1851435,38.79496124,41.48891312,4209,4133,4063,2999,1990,4424,907,0.789532921,0.775276684,0.762145939,0.562558619,0.373288314,0.829863065,0.170136935,Yes
F81042,0.491462026,36894,39.54418063,38.59133024,40.46503571,29586,29153,28744,20438,13081,30617,6277,0.801919011,0.790182686,0.779096872,0.553965414,0.354556296,0.829863935,0.170136065,Yes
P85026,0.482764201,6179,40.05292118,39.62386859,40.45337922,5022,4950,4892,3502,2313,5128,1051,0.812752873,0.801100502,0.79171387,0.566758375,0.374332416,0.829907752,0.170092248,Yes
E82007,0.48308887,11590,40.46566005,39.5538489,41.31781005,9277,9150,9036,6805,4361,9619,1971,0.800431406,0.789473684,0.779637619,0.58714409,0.376272649,0.829939603,0.170060397,Yes
M91018,0.515639235,3293,40.02095354,39.09599529,41.00564263,2673,2625,2587,1870,1187,2733,560,0.811721834,0.79714546,0.785605831,0.567871242,0.360461585,0.829942302,0.170057698,Yes
F86624,0.493861265,3258,39.91743401,39.33374767,40.4869618,2622,2592,2543,1786,1182,2704,554,0.804788214,0.79558011,0.780540209,0.548189073,0.362799263,0.829957029,0.170042971,Yes
K84007,0.509104331,8128,40.24397146,39.46568391,41.05112782,6862,6780,6708,4662,2785,6746,1382,0.844242126,0.834153543,0.825295276,0.573572835,0.342642717,0.829970472,0.170029528,Yes
E83044,0.469684121,9434,40.28715285,39.70909501,40.79912053,7619,7515,7423,5471,3405,7830,1604,0.80761077,0.796586814,0.786834853,0.57992368,0.360928556,0.82997668,0.17002332,Yes
B86011,0.488500728,6870,39.16826783,37.77205006,40.50170746,5410,5330,5236,3771,2435,5702,1168,0.787481805,0.775836972,0.762154294,0.548908297,0.354439592,0.829985444,0.170014556,Yes
B81011,0.494970232,9742,39.69841922,39.26358358,40.1245935,7802,7683,7594,5369,3603,8086,1656,0.800862246,0.788647095,0.779511394,0.551118867,0.369841922,0.830014371,0.169985629,Yes
B81097,0.516447368,2736,39.82236842,39.51096957,40.15495087,2235,2205,2191,1563,945,2271,465,0.816885965,0.805921053,0.800804094,0.57127193,0.345394737,0.83004386,0.16995614,Yes
B81663,0.521636507,2542,39.76003147,39.67647059,39.85115132,2077,2051,2028,1505,939,2110,432,0.817073171,0.806845004,0.79779701,0.592053501,0.369394178,0.830055075,0.169944925,Yes
E87701,0.490713139,8722,42.17002981,42,42.33385862,7536,7461,7412,5519,3229,7240,1482,0.864022013,0.855423068,0.849805091,0.632767714,0.370213254,0.830084843,0.169915157,Yes
N85016,0.509079365,7875,39.82666667,39.22100274,40.45473357,6407,6319,6240,4492,2921,6537,1338,0.813587302,0.802412698,0.792380952,0.570412698,0.370920635,0.830095238,0.169904762,Yes
P81699,0.510150044,2266,41.26831421,40.75432526,41.8036036,1876,1843,1824,1343,931,1881,385,0.827890556,0.813327449,0.80494263,0.592674316,0.410856134,0.830097087,0.169902913,Yes
F81674,0.499122499,2849,40.55809056,41.29465541,39.82410652,2280,2256,2216,1716,1142,2365,484,0.8002808,0.791856792,0.777816778,0.602316602,0.400842401,0.83011583,0.16988417,Yes
